Active Date,COUNTY,SED CODE,LEGAL NAME,INSTITUTION TYPE CODE,INSTITUTION TYPE DESCRIPTION,INSTITUTION SUB TYPE CODE,INSTITUTION SUB TYPE DESCRIPTION,NEEDS RESOURCE CODE,NEEDS RESOURCE DESCRIPTION,GRADE ORGANIZATION CODE,GRADE ORGANIZATION DESCRIPTION,COMMUNITY TYPE CODE,COMMUNITY TYPE DESCRIPTION,MAILING ADDRESS,MAIL CITY,STATE,ZIP,SALUTATION,CEO FIRST NAME,CEO LAST NAME,CEO_PHONE,CEO EMAIL,
07/01/1980,BRONX,321000145270,FORDHAM PREPARATORY SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,5,Senior High,71,NEW YORK CITY,441 E FORDHAM RD,BRONX,NY,10458,MR.,BRIAN,CARNEY,7183677500,carneyb@fordhamprep.org,
07/01/1980,BRONX,321000145364,ACADEMY OF MOUNT SAINT URSULA,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,5,Senior High,71,NEW YORK CITY,330 BEDFORD PARK BLVD,BRONX,NY,10458,SISTER,JEAN,HUMPHRIES,7183645353,jhumphries@amsu.org,
07/01/1980,BRONX,321000145383,OUR LADY OF MOUNT CARMEL SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,NEW YORK CITY,2465 BATHGATE AVE,BRONX,NY,10458,MR.,JOHN,RILEY,7182956080,jr@archny.org,
07/01/1980,BRONX,321000145390,OUR LADY OF REFUGE SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,NEW YORK CITY,2708 BRIGGS AVE,BRONX,NY,10458,MR.,ROBERT,BILLINGS,7183673081,robert.billings@archny.org,
07/01/2003,BRONX,307500012186,PS 186 WALTER J DAMROSCH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,6,K-12,71,NEW YORK CITY,750 JENNINGS ST,BRONX,NY,10459,MS.,AVA,KAPLAN,7183780006,akaplan3@schools.nyc.gov,
07/01/2006,BRONX,307500012352,VIDA BOGART SCHOOL FOR ALL CHILDREN (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,1330 BRISTOW ST,BRONX,NY,10459,MS.,LOURDES,MENDEZ,7188936813,lmendez5@schools.nyc.gov,
07/01/2003,BRONX,307500012811,PS 811,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,1434 LONGFELLOW AVE,BRONX,NY,10459,MS.,ROSA,NIEVES GREENE,7185893060,rnievesgreene@schools.nyc.gov,
07/01/1980,BRONX,320800010075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,984 FAILE ST,BRONX,NY,10459,MS.,MARINES,ARRIETA-CRUZ,7188601630,marriet@schools.nyc.gov,
07/01/2004,BRONX,320800010333,PS 333 MUSEUM SCHOOL (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,888 REV J A POLITE AVE,BRONX,NY,10459,MR.,ROBERT,GERMAN,7188603313,rgerman3@schools.nyc.gov,
07/01/2004,BRONX,320800010335,ACADEMY OF THE ARTS (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,888 REV J A POLITE AVE,BRONX,NY,10459,MS.,GLORIMER,LOPEZ,7188603401,glopez6@schools.nyc.gov,
07/01/2004,BRONX,320800011269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior-Senior High,71,NEW YORK CITY,928 SIMPSON ST,BRONX,NY,10459,MR.,DAVID,VAZQUEZ,7188935158,dvazque4@schools.nyc.gov,
07/01/2006,BRONX,320800011332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,965 LONGWOOD AVE,BRONX,NY,10459,MS.,SHARIF,RUCKER,7188601053,srucker@schools.nyc.gov,
07/01/1997,BRONX,320800011530,BANANA KELLY HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,965 LONGWOOD AVE,BRONX,NY,10459,MS.,ASYA,JOHNSON,7188601242,ajohnson64@schools.nyc.gov,
07/01/1980,BRONX,320800145225,SAINT ATHANASIUS SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,NEW YORK CITY,830 SOUTHERN BLVD,BRONX,NY,10459,MS.,MARIANNE,KRAFT,7185425161,b227@adnyeducation.org,
07/01/1980,BRONX,321200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #12,16,SCHOOL DISTRICTS,1,CITY,1,NEW YORK CITY,,,71,NEW YORK CITY,1434 LONGFELLOW AVE,BRONX,NY,10459,MS.,RAFAELA,ESPINAL-PACHEO,7183282310,respina@schools.nyc.gov,
07/01/1980,BRONX,321200010134,PS 134 GEORGE F BRISTOW,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,1330 BRISTOW ST,BRONX,NY,10459,MS.,ALISON,KING,7183283351,aking3@schools.nyc.gov,
07/01/1980,BRONX,321200010150,PS 150 CHARLES JAMES FOX,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,920 E 167TH ST,BRONX,NY,10459,MR.,EDWIN,IRIZARRY,7183287729,eirizar2@schools.nyc.gov,
07/01/2003,BRONX,321200010217,SCHOOL OF PERFORMING ARTS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,977 FOX ST,BRONX,NY,10459,MS.,MAIYSHA,ETIENNE,7185894844,metienne3@schools.nyc.gov,
07/01/2008,BRONX,321200010384,ENTRADA ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,977 FOX ST,BRONX,NY,10459,MS.,JAZMIN,RIVERA-POLANCO,7183781649,jrivera7@schools.nyc.gov,
07/01/2005,BRONX,321200011248,METROPOLITAN HIGH SCHOOL (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,1180 REV J A POLITE AVE,BRONX,NY,10459,MR.,MADHUSUDHA,NARAYANAN,7189914634,mnarayanan@schools.nyc.gov,
07/01/2004,BRONX,321200011278,PEACE AND DIVERSITY ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,1180 REV J A POLITE AVE,BRONX,NY,10459,MS.,MICHELLE,NOONAN,7189911855,mnoonan@schools.nyc.gov,
07/01/2010,BRONX,321200011446,ARTURO A SCHOMBURG SATELLITE ACADEMY BRONX,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,1010 REV J A POLITE AVE,BRONX,NY,10459,MS.,MARSHA,VERNON,7185183050,mvernon@schools.nyc.gov,
07/01/2003,BRONX,321200011480,BRONX REGIONAL HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,1010 REV J A POLITE AVE,BRONX,NY,10459,MR.,COLIN,THOMAS,7189912020,cthomas@schools.nyc.gov,
07/01/1980,BRONX,321200145315,SAINT JOHN CHRYSOSTOM SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,NEW YORK CITY,1144 HOE AVE,BRONX,NY,10459,SISTER,MARY,MOONEY,7183287226,b243@adnyeducation.org,
07/01/2004,BRONX,321200860870,BRONX LIGHTHOUSE CHARTER SCHOOL,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,4,Junior-Senior High,71,NEW YORK CITY,1001 INTERVALE AVE,BRONX,NY,10459,MR.,TRAVIS,BROWN,6469150025,tlbrown@lhacs.org,
07/01/2006,BRONX,321200860898,SOUTH BRONX CLASSICAL CHARTER SCHOOL,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,1,Elementary,71,NEW YORK CITY,977 FOX ST,BRONX,NY,10459,MR.,LESTER,LONG,7188604340,llong@southbronxclassical.org,
07/01/2012,BRONX,321200861010,ROADS CHARTER SCHOOL II,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,5,Senior High,71,NEW YORK CITY,1010 REV JAMES POLITE AVE,BRONX,NY,10459,MR.,CHESTER,ASHER,7188617515,casher@roadsschools.org,
07/01/2003,BRONX,307500012188,PS 188,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior-Senior High,71,NEW YORK CITY,770 GROTE ST,BRONX,NY,10460,MS.,SHANIE,JOHNSON,7185612052,sjohnso28@schools.nyc.gov,
07/01/1980,BRONX,321200010006,PS 6 WEST FARMS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,1000 E TREMONT AVE,BRONX,NY,10460,MS.,JULIET,YOUNG,7185427676,jyoung6@schools.nyc.gov,
07/01/1980,BRONX,321200010050,PS 50 CLARA BARTON,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,1550 VYSE AVE,BRONX,NY,10460,MS.,KIM,NOHAVICKA,7185422650,knohavi@schools.nyc.gov,
07/01/2003,BRONX,321200010061,PS 61 FRANCISCO OLLER,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,1550 CROTONA PARK E,BRONX,NY,10460,MS.,PATRICIA,QUIGLEY,7185427230,pquigle@schools.nyc.gov,
07/01/2003,BRONX,321200010066,PS 66 SCHOOL OF HIGHER EXPECTATIONS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,1001 JENNINGS ST,BRONX,NY,10460,MR.,THOMAS,DEGRAZIA,7183192820,tdegraz@schools.nyc.gov,
07/01/2003,BRONX,321200010067,PS 67 MOHEGAN SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,2024 MOHEGAN AVE,BRONX,NY,10460,MR.,JEFFREY,SANTIAGO,7188234101,jsantia7@schools.nyc.gov,
07/01/1980,BRONX,321200010098,JHS 98 HERMAN RIDDER,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,1619 BOSTON RD,BRONX,NY,10460,MR.,MARK,TURCOTTE,7185898200,mturcotte@schools.nyc.gov,
07/01/1980,BRONX,321200010129,MS 129 ACADEMY OF INDEPENDENT LEARNING AND LEADERSHIP,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,2055 MAPES AVE,BRONX,NY,10460,MR.,RAYMOND,GRANDA,7189335976,rgranda@schools.nyc.gov,
07/01/2002,BRONX,321200010190,ESMT-IS 190,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,1550 CROTONA PARK E,BRONX,NY,10460,MS.,DIANAJADE,SANTIAGO,7186209423,djsantia@schools.nyc.gov,
07/01/2003,BRONX,321200010214,PS 214,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,1970 W FARMS RD,BRONX,NY,10460,MR.,DAVID,CINTRON,7185896728,dcintro@schools.nyc.gov,
07/01/2005,BRONX,321200010286,FANNIE LOU HAMER MIDDLE SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,1001 JENNINGS ST,BRONX,NY,10460,MS.,LORRAINE,CHANON,7188602707,lchanon@schools.nyc.gov,
07/01/2013,BRONX,321200010314,FAIRMONT NEIGHBORHOOD SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,1550 VYSE AVE,BRONX,NY,10460,MR.,SCOTT,WOLFSON,7188605210,swolfso2@schools.nyc.gov,
07/01/2004,BRONX,321200010316,KNOWLEDGE AND POWER PREPARATORY ACADEMY III,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,2055 MAPES AVE,BRONX,NY,10460,MS.,JEAN,COLON,7185613580,jcolon8@schools.nyc.gov,
07/01/2007,BRONX,321200010372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior-Senior High,71,NEW YORK CITY,2024 MOHEGAN AVE,BRONX,NY,10460,MR.,ASTRID,JACOBO,7188234130,ajacobo@schools.nyc.gov,
07/01/2008,BRONX,321200010383,EMOLIOR ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,1970 W FARMS RD,BRONX,NY,10460,MR.,DERICK,SPAULDING,7188422670,dspaulding@schools.nyc.gov,
07/01/2014,BRONX,321200010458,SAMARA COMMUNITY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,,,,,1550 VYSE AVE,BRONX,NY,10460,MS.,DANIELLE,DERRIG,7188605332,dderrig@schools.nyc.gov,
07/01/2011,BRONX,321200010531,ARCHER ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,1827 ARCHER ST,BRONX,NY,10460,MR.,ZAKARIAH,HAVILAND,7188283791,zhaviland@schools.nyc.gov,
07/01/2011,BRONX,321200010536,PS 536,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,1827 ARCHER ST,BRONX,NY,10460,MR.,SASHA,MEDINA,7189314270,smedina10@schools.nyc.gov,
07/01/2005,BRONX,321200011251,EXPLORATIONS ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,1619 BOSTON RD,BRONX,NY,10460,MS.,SUSANA,HERNANDEZ,7188936173,shernan10@schools.nyc.gov,
07/01/2004,BRONX,321200011271,EAST BRONX ACADEMY FOR THE FUTURE,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior-Senior High,71,NEW YORK CITY,1716 SOUTHERN BLVD,BRONX,NY,10460,MS.,SARAH,SCROGIN,7188618641,sscrogin@schools.nyc.gov,
07/01/2011,BRONX,321200011511,BRONX ENVISION ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,1619 BOSTON RD,BRONX,NY,10460,MS.,EMILY,SHU,7185891590,eshu@schools.nyc.gov,
07/01/2003,BRONX,321200011682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,1021 JENNINGS ST,BRONX,NY,10460,MR.,JEFFREY,PALLADINO,7188610521,jpallad@schools.nyc.gov,
07/01/2003,BRONX,321200011684,WINGS ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,1122 E 180TH ST,BRONX,NY,10460,MS.,TUWANNA,WILLIAMS GRAY,7185971751,twillia13@schools.nyc.gov,
07/01/2003,BRONX,321200011691,BRONX LITTLE SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,1827 ARCHER ST,BRONX,NY,10460,MS.,BEVERLY,URQUIZA,7187922650,burquiza@schools.nyc.gov,
07/01/1980,BRONX,321200145443,SAINT THOMAS AQUINAS SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,NEW YORK CITY,1909 DALY AVE,BRONX,NY,10460,MS.,JESSICA,PEREZ-MALDONADO,7188937600,jessica.perez-maldonado@archny.org,
07/01/2003,BRONX,307500012012,PS 12 LEWIS AND CLARK SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior-Senior High,71,NEW YORK CITY,2555 TRATMAN AVE,BRONX,NY,10461,MS.,KUVANA,JONES SANDERS,7184099040,kjones7@schools.nyc.gov,
07/01/2003,BRONX,307500012721,PS 721 STEVEN MCSWEENEY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,2697 WESTCHESTER AVE,BRONX,NY,10461,MR.,FRANK,DEGENNARO,7185976404,fdegena@schools.nyc.gov,
07/01/1980,BRONX,320800010014,PS 14 SENATOR JOHN CALANDRA,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,3041 BRUCKNER BLVD,BRONX,NY,10461,MR.,IRA,SCHULMAN,7188225341,ischulm@schools.nyc.gov,
07/01/1980,BRONX,320800010071,PS 71 ROSE E SCALA,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,3040 ROBERTS AVE,BRONX,NY,10461,MS.,MARGARET,MIRANDO,7188225351,mmirando@schools.nyc.gov,
07/01/2004,BRONX,320800011293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TECHNOLOGY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,3000 E TREMONT AVE,BRONX,NY,10461,MS.,MARIA,HERRERA,7184306390,mherrer2@schools.nyc.gov,
07/01/2013,BRONX,320800011320,PELHAM LAB HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,3000 E TREMONT AVE,BRONX,NY,10461,MR.,JASON,WAGNER,7189045090,jwagner4@schools.nyc.gov,
07/01/2013,BRONX,320800011348,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,3000 E TREMONT AVE,BRONX,NY,10461,MR.,ROBERTO,OSSORIO,7189045080,rossorio@schools.nyc.org,
07/01/2013,BRONX,320800011349,BRONX RIVER HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,3000 E TREMONT AVE,BRONX,NY,10461,MR.,GREGORY,FUCHECK,7189044210,gfucheck@schools.nyc.gov,
07/01/2003,BRONX,320800011405,HERBERT H LEHMAN HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,3000 E TREMONT AVE,BRONX,NY,10461,MR.,JOHN,POWERS,7189044200,jpowers5@schools.nyc.gov,
07/01/2012,BRONX,320800011558,WESTCHESTER SQUARE ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,3000 E TREMONT AVE,BRONX,NY,10461,MS.,SARA,DINGLEDY,7189045050,sdingledy@schools.nyc.gov,
07/01/1980,BRONX,320800145373,OUR LADY OF THE ASSUMPTION SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,NEW YORK CITY,1617 PARKVIEW AVE,BRONX,NY,10461,MR.,JOHN-PAUL,BARNABA,7188291706,jbarnaba@olassumptionbronx.org,
07/01/1980,BRONX,320800145442,SAINT THERESA SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,NEW YORK CITY,2872 ST THERESA AVE,BRONX,NY,10461,MS.,JOSEPHINE,FANELLI,7187923688,b262@adnyeducation.org,
07/01/1980,BRONX,320800716855,GREEK AMERICAN INSTITUTE OF NEW YORK,14,NON-PUBLIC SCHOOLS,17,GREEK ORTHODOX,,,1,Elementary,71,NEW YORK CITY,3573 BRUCKNER BLVD,BRONX,NY,10461,MS.,ANNE,PROKOP,7188232393,anne.prokop@gai-edu.org,
07/01/1980,BRONX,321100010108,PS 108 PHILIP J ABINANTI,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,1166 NEILL AVE,BRONX,NY,10461,MR.,CHARLES,SPERRAZZA,7188639829,csperra@schools.nyc.gov,
07/01/1980,BRONX,321100145253,SAINT CLARE SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,NEW YORK CITY,1911 HONE AVE,BRONX,NY,10461,MS.,THERESA,BIVONA,7188924080,theresa.bivona@archny.org,
07/01/1980,BRONX,321100145274,SAINT FRANCIS XAVIER SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,NEW YORK CITY,1711 HAIGHT AVE,BRONX,NY,10461,MRS.,ANGELA,DEEGAN,7188630531,sfxboss1@aol.com,
07/01/1980,BRONX,321100315802,OUR SAVIOUR LUTHERAN SCHOOL,14,NON-PUBLIC SCHOOLS,4,LUTHERAN,,,6,K-12,71,NEW YORK CITY,1734 WILLIAMSBRIDGE RD,BRONX,NY,10461,MR.,KEN,FAMULARE,7187925665,kfamulare@oursaviourbronx.org,
07/01/2008,BRONX,321100860917,ICAHN CHARTER SCHOOL 3,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,1,Elementary,71,NEW YORK CITY,1500 PELHAM PKWY S,BRONX,NY,10461,MS.,MARCIA,GLATTSTEIN,7188280034,mglattstein@ccics.org,
07/01/2009,BRONX,321100860948,ICAHN CHARTER SCHOOL 4,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,1,Elementary,71,NEW YORK CITY,1500 PELHAM PKWY SOUTH,BRONX,NY,10461,MS.,MICHELLE,ALLEN,7188280034,mallen@ccics.org,
07/01/2011,BRONX,321100860982,ICAHN CHARTER SCHOOL 5,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,1,Elementary,71,NEW YORK CITY,1500 PELHAM PKWY S,BRONX,NY,10461,MR.,LAWFORD,CUNNINGHAM,7188280034,lcunningham@ccics.org,
07/01/2015,BRONX,321100861064,CHARTER SHIGH SCHOOL FOR LAW AND SOCIAL JUSTICE,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,,,71,NEW YORK CITY,1734 WILLIAMSBRIDGE RD,BRONX,NY,10461,MS.,SAMANTHA,PUGH,,spugh@chslsj.org,
07/01/2003,BRONX,321100010083,PS 83 DONALD HERTZ,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,950 RHINELANDER AVE,BRONX,NY,10462,MR.,BRANDON,MUCCINO,7188631993,bmuccin@schools.nyc.gov,
07/01/2003,BRONX,321100010105,PS 105 SENATOR ABRAHAM BERNSTEIN,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,725 BRADY AVE,BRONX,NY,10462,MR.,CHRISTOPHER,EUSTACE,7188247350,ceustac@schools.nyc.gov,
07/01/1980,BRONX,321100010106,PS 106 PARKCHESTER,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,2120 ST RAYMOND'S AVE,BRONX,NY,10462,MS.,EUGENIA,MONTALVO,7188921006,emontal@schools.nyc.gov,
07/01/1980,BRONX,321100010127,JHS 127 CASTLE HILL (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,1560 PURDY ST,BRONX,NY,10462,MR.,HARRY,SHERMAN,7188928600,hsherma@schools.nyc.gov,
07/01/2003,BRONX,321100010194,PS/MS 194,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,2365 WATERBURY AVE,BRONX,NY,10462,MS.,ROSA,SIFUENTES-ROSADO,7188925270,rsifuentes2@schools.nyc.gov,
07/01/2013,BRONX,321100010357,YOUNG VOICES ACADEMY OF THE BRONX,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,800 LYDIG AVE,BRONX,NY,10462,MS.,NADIA,CRUZ-PEREZ,7187944080,ncruz8@schools.nyc.gov,
07/01/2015,BRONX,321100010481,STEM BRIDGE SCHOOL (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,,,,,,,1684 WHITE PLAINS RD,BRONX,NY,10462,MS.,KATIRIA,ROJAS,7182395660,krojas3@schools.nyc.gov,
07/01/2010,BRONX,321100010498,PS/MS 498 VAN NEST ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,1640 BRONXDALE AVE,BRONX,NY,10462,MS.,CAROL,GILLIGAN,7184093001,cgillig2@schools.nyc.gov,
07/01/2012,BRONX,321100010567,LINDEN TREE ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,1560 PURDY ST,BRONX,NY,10462,MS.,LISA,DEBONIS,7182397401,ldebonis@schools.nyc.gov,
07/01/2003,BRONX,321100011418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,2040 ANTIN PL,BRONX,NY,10462,MS.,IRIS,WITHERSPOON,7183195160,iwither@schools.nyc.gov,
